date,baseLineSearch(com.fares.common.model.UserInfo,checkAccess(java.util.List,getAdditionalUserInfo(com.fares.common.model.UserInfo,getAppComponentPreferenceGroupMapping(java.lang.String),getAppComponentTemplateMapping(java.lang.String),getContractList(com.fares.useraccess.ifc.model.AdministrationUserInfoInputData),getCountyByZipCodes(java.util.List),getCoverageForCoreMls(com.fares.common.model.PassportUserInfo,getFaclCustomer(java.lang.Long),getGroupDetails(java.lang.Long),getMLSlookups(int,getMarketTrendCharts(com.fares.common.model.PassportUserInfo,getPendingEmails(java.lang.String),getPermissableMlsBoards(com.fares.common.model.PassportUserInfo,getPreferences(com.fares.common.model.PassportUserInfo,getProductAccessCategory(com.fares.common.model.UserInfo,getPropertyDetail(com.fares.common.model.PassportUserInfo,getPropertyListingIndicatorInfo(com.fares.common.model.PassportUserInfo,getTSRCompany(java.lang.Long),getTemplatesByTemplateCode(com.fares.common.model.PassportUserInfo,getTransactionDates(java.util.List),getUserProfileByUserId(java.lang.Long),lookupDataElementValues(int),passportLoginWithEntitlement(com.fares.common.model.PassportUserInfo,passportUserLogout(com.fares.common.model.PassportUserInfo),productVerification(com.fares.common.model.UserInfo,searchProperty(com.fares.common.model.PassportUserInfo,sendEmail(com.fares.utility.ifc.model.EmailInData),trackUsage(com.fares.common.model.PassportUserInfo,updateOnSiteOrders(com.fares.utility.ifc.model.corelogic.CoreLogicArchiveInData,userLogin(com.fares.common.model.UserInfo
27,12,4,3,1,1,8,5,9,8,4,1,1,572,6,128,4,14,3,4,89,1,4,79,1,2,1,15,2,3,1,2,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
